,ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,url
448,88F30EBFE9,서울특별시 성동구 무학봉16길 1,함흥*****,,서울 성동구,한식-냉면,왕십리,20080417,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8916%EA%B8%B8%201/place/1226530291?c=15.00,0,0,0,dh&isCorrectAnswer=true"
449,C0CA103816,서울특별시 성동구 무학봉길 82,농부**,,서울 성동구,미곡상,왕십리,20151231,,-
450,5DA080BB02,서울특별시 성동구 무학봉길 95,깜장***,,서울 성동구,한식-육류/고기,왕십리,20141112,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%89%EA%B8%B8%2095/place/36104726?c=15.00,0,0,0,dh&isCorrectAnswer=true"
451,C0A51FB362,서울특별시 성동구 사근동8길 3,타이******************,,서울 성동구,동남아/인도음식,한양대,20161017,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%998%EA%B8%B8%203/place/66929503?c=15.00,0,0,0,dh&isCorrectAnswer=true"
452,9F2544F7AA,서울특별시 성동구 사근동길 18,7번********,피자1,서울 성동구,피자,한양대,20160608,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2018/place/38008725?c=15.00,0,0,0,dh&isCorrectAnswer=true"
453,D72BC9D1A2,서울특별시 성동구 사근동길 59,카페****,,서울 성동구,카페,한양대,20211125,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2059/place/1475436943?c=15.00,0,0,0,dh&isCorrectAnswer=true"
454,41D474F092,서울특별시 성동구 사근동길 59,행복***,,서울 성동구,베이커리,한양대,20091127,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2059/place/20930215?c=15.00,0,0,0,dh&isCorrectAnswer=true"
455,5B1438B461,서울특별시 성동구 사근동길 66,영희*******,,서울 성동구,한식-국수/만두,한양대,20160401,,-
456,9C3495D73F,서울특별시 성동구 사근동길 68,한솥************,도시락3,서울 성동구,도시락,한양대,20110228,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2068/place/31068020?c=15.00,0,0,0,dh&isCorrectAnswer=true"
457,8ACE476158,서울특별시 성동구 사근동길 68,하이*,,서울 성동구,호프/맥주,한양대,20110304,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2068/place/1770298248?c=15.00,0,0,0,dh&isCorrectAnswer=true"
458,498B5C1AB7,서울특별시 성동구 사근동길 68,셰프*****,,서울 성동구,일식-덮밥/돈가스,한양대,20160627,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%99%EA%B8%B8%2068/place/94377259?c=15.00,0,0,0,dh&isCorrectAnswer=true"
459,3B8E59372C,서울특별시 성동구 살곶이길 18,충청**,,서울 성동구,식료품,마장동,20220330,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1002801738?c=15.00,0,0,0,dh&isCorrectAnswer=true"
460,F959F7E85C,서울특별시 성동구 살곶이길 18,전봇**,,서울 성동구,백반/가정식,마장동,20060302,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/19878209?c=15.00,0,0,0,dh&isCorrectAnswer=true"
461,479160DAA8,서울특별시 성동구 살곶이길 18,남원*,,서울 성동구,한식-육류/고기,마장동,20060302,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/11685781?c=15.00,0,0,0,dh&isCorrectAnswer=true"
462,EC917AB57E,서울특별시 성동구 살곶이길 18,쌍둥**,,서울 성동구,한식-육류/고기,마장동,20060302,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/19873640?isCorrectAnswer=true&c=15.00,0,0,0,dh"
463,E9DBF3BFCA,서울특별시 성동구 살곶이길 18,마장***,,서울 성동구,한식-육류/고기,마장동,20090306,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1002801738?c=15.00,0,0,0,dh&isCorrectAnswer=true"
464,0D5913A247,서울특별시 성동구 살곶이길 18,빨간***,,서울 성동구,한식-육류/고기,마장동,20091030,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/13343702?c=15.00,0,0,0,dh&isCorrectAnswer=true"
465,3A770A3C62,서울특별시 성동구 살곶이길 18,종필****,,서울 성동구,한식-육류/고기,마장동,20101223,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1225659906?c=15.00,0,0,0,dh&isCorrectAnswer=true"
466,452A2E0AD8,서울특별시 성동구 살곶이길 18,전주***,,서울 성동구,한식-육류/고기,마장동,20120829,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/12040164?c=15.00,0,0,0,dh&isCorrectAnswer=true"
467,2265D9F8B3,서울특별시 성동구 살곶이길 18,마장****,,서울 성동구,한식-육류/고기,마장동,20130710,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1002801738?c=15.00,0,0,0,dh&isCorrectAnswer=true"
468,47ED27ED3A,서울특별시 성동구 살곶이길 18,손건************,,서울 성동구,한식-육류/고기,마장동,20200716,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1582900168?c=15.00,0,0,0,dh&isCorrectAnswer=true"
469,DE7F19C8F6,서울특별시 성동구 살곶이길 18,청계****,,서울 성동구,한식-육류/고기,마장동,20231117,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%B4%EA%B3%B6%EC%9D%B4%EA%B8%B8%2018/place/1503356091?c=15.00,0,0,0,dh&isCorrectAnswer=true"
470,F3B534E564,서울특별시 성동구 살곶이길 18,권영******,,서울 성동구,한식-단품요리일반,마장동,20060306,,-
471,243EFCA58C,서울특별시 성동구 살곶이길 40,경기*,,서울 성동구,한식-육류/고기,마장동,20060306,,-
472,74F5A7BE5E,서울특별시 성동구 살곶이길 50,빠삐*,,서울 성동구,베이커리,,20150917,,-
473,61A3133822,서울특별시 성동구 상원12길 19,낫띵***,,서울 성동구,카페,뚝섬,20200615,,-
474,F64BE13740,서울특별시 성동구 상원12길 30,성수*******************,,서울 성동구,한식-찌개/전골,뚝섬,20070829,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%9012%EA%B8%B8%2030/place/1582465521?c=15.00,0,0,0,dh&isCorrectAnswer=true"
475,90825ECD46,서울특별시 성동구 상원1길 25 ,짚랩***,,서울 성동구,식료품,뚝섬,20240502,,-
476,E4A9ECB7B9,서울특별시 성동구 상원6나길 6,커피******,카페11,서울 성동구,카페,뚝섬,20140310,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%83%81%EC%9B%906%EB%82%98%EA%B8%B8%206/place/34615937?c=15.00,0,0,0,dh&isCorrectAnswer=true"
477,FD13D7996E,서울특별시 성동구 상원길 47-1,상원**,,서울 성동구,청과물,뚝섬,20160811,,-
478,DBD3191157,서울특별시 성동구 서울숲6길 21,짬뽕******,,서울 성동구,중식당,뚝섬,20140415,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B26%EA%B8%B8%2021/place/38712676?c=15.00,0,0,0,dh&isCorrectAnswer=true"
479,348CC434D7,서울특별시 성동구 성덕정15길 2,뚝섬****,,서울 성동구,농산물,성수,20070705,,-
480,66BFBD2ADE,서울특별시 성동구 성덕정15길 5,강남***,,서울 성동구,한식-단품요리일반,성수,20090128,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%205/place/1267437674?c=15.00,0,0,0,dh&isCorrectAnswer=true"
481,D6267FEEEA,서울특별시 성동구 성덕정15길 5,숙영**,,서울 성동구,한식-단품요리일반,성수,20110411,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%205/place/1339706156?c=15.00,0,0,0,dh&isCorrectAnswer=true"
482,B9BF272ED9,서울특별시 성동구 성덕정15길 7,삼미*****,,서울 성동구,한식-국수/만두,성수,20130225,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%207/place/20136300?c=15.00,0,0,0,dh&isCorrectAnswer=true"
483,D2CDCFE2D4,서울특별시 성동구 성덕정17길 6,뚝도***,,서울 성동구,한식-단품요리일반,성수,20080220,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9517%EA%B8%B8%206/place/18793056?c=15.00,0,0,0,dh&isCorrectAnswer=true"
484,BEFFE2D107,서울특별시 성동구 성덕정7길 13,홍보*,,서울 성동구,중식당,성수,20030307,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%957%EA%B8%B8%2013/place/17914604?c=15.00,0,0,0,dh&isCorrectAnswer=true"
485,641DC575A8,서울특별시 성동구 성덕정9길 4,미리*,,서울 성동구,백반/가정식,성수,20121123,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%959%EA%B8%B8%204/place/31729147?c=15.00,0,0,0,dh&isCorrectAnswer=true"
486,04F03995B9,서울특별시 성동구 성덕정길 111,순심**,,서울 성동구,한식-육류/고기,성수,20131017,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%20111/place/1221410679?c=15.00,0,0,0,dh&isCorrectAnswer=true"
487,D44E72CCFC,서울특별시 성동구 성덕정길 129,시골**,,서울 성동구,한식-육류/고기,,20080324,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%20129/place/17924368?c=15.00,0,0,0,dh&isCorrectAnswer=true"
488,8BF6153353,서울특별시 성동구 성덕정길 132,불*,,서울 성동구,백반/가정식,,20090918,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%20132/place/17924357?c=15.00,0,0,0,dh&isCorrectAnswer=true"
489,D2DAE82D97,서울특별시 성동구 성덕정길 140,카네*,,서울 성동구,호프/맥주,,20110523,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%20140/place/1936311392?c=15.00,0,0,0,dh&isCorrectAnswer=true"
490,22EA4127C0,서울특별시 성동구 성덕정길 142,유*,,서울 성동구,요리주점,,20110201,,-
491,A08E13694C,서울특별시 성동구 성덕정길 150,무등*,,서울 성동구,백반/가정식,,20151218,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%20150/place/20851734?c=15.00,0,0,0,dh&isCorrectAnswer=true"
492,2CA32048EF,서울특별시 성동구 성덕정길 32,오복**,,서울 성동구,떡/한과 제조,성수,20070823,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2032/place/11722259?c=15.00,0,0,0,dh&isCorrectAnswer=true"
493,2540E29770,서울특별시 성동구 성덕정길 34,홍도**,,서울 성동구,백반/가정식,성수,20150213,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2034/place/1338599687?c=15.00,0,0,0,dh&isCorrectAnswer=true"
494,62968F5FF3,서울특별시 성동구 성덕정길 40,두근****,,서울 성동구,축산물,성수,20140625,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2040/place/35271744?c=15.00,0,0,0,dh&isCorrectAnswer=true"
495,A2E3C22A56,서울특별시 성동구 성덕정길 53,성연******,,서울 성동구,한식-국밥/설렁탕,성수,20111219,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2053/place/1626039829?c=15.00,0,0,0,dh&isCorrectAnswer=true"
496,3DE26BC841,서울특별시 성동구 성덕정길 56,BH*****,치킨3,서울 성동구,치킨,성수,20150605,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2056/place/36792191?c=15.00,0,0,0,dh&isCorrectAnswer=true"
497,F305B5BE93,서울특별시 성동구 성덕정길 59,비비***,치킨2,서울 성동구,치킨,성수,20140609,,-
498,E03321589B,서울특별시 성동구 성덕정길 74,앙심*****,,서울 성동구,한식-육류/고기,성수,20150527,,
499,6F0D9A7C86,서울특별시 성동구 성덕정길 77,압구**********,,서울 성동구,샌드위치/토스트,성수,20240725,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2077/place/1824380579?c=15.00,0,0,0,dh&isCorrectAnswer=true"
500,94128748C0,서울특별시 성동구 성덕정길 95,행닭*****,,서울 성동구,치킨,성수,20130821,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2095/place/1962823831?c=15.00,0,0,0,dh&isCorrectAnswer=true"
501,5998DB8346,서울특별시 성동구 성덕정길 95,십오***,,서울 성동구,떡/한과 제조,성수,20101213,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2095/place/18795719?c=15.00,0,0,0,dh&isCorrectAnswer=true"
502,08A6BC229A,서울특별시 성동구 성덕정길 99,또치*******,,서울 성동구,한식-육류/고기,성수,20020416,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%95%EA%B8%B8%2099/place/1437315585?c=15.00,0,0,0,dh&isCorrectAnswer=true"
503,319DABE70F,서울특별시 성동구 성수이로 126,풍년**,,서울 성동구,백반/가정식,성수,20050922,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%20126/place/1488552598?c=15.00,0,0,0,dh&isCorrectAnswer=true"
504,5424DBE00D,서울특별시 성동구 성수이로 22,DS*******,,서울 성동구,농산물,성수,20150130,,-
505,2D7EEFFB71,서울특별시 성동구 성수이로 31,뚝도**,,서울 성동구,일식당,성수,20160511,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2031/place/1226127657?c=15.00,0,0,0,dh&isCorrectAnswer=true"
506,FCA7A6787B,서울특별시 성동구 성수이로 45,로스*****,,서울 성동구,카페,성수,20210204,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2045/place/1471323467?c=15.00,0,0,0,dh"
507,103A5AE48B,서울특별시 성동구 성수이로 45,성수*****,,서울 성동구,베이커리,성수,20230526,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2045/place/1650180202?c=15.00,0,0,0,dh&isCorrectAnswer=true"
508,7A3D6D3CF9,서울특별시 성동구 성수이로 45,로스*****,,서울 성동구,식품 제조,성수,20200123,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2045/place/1471323467?c=15.00,0,0,0,dh&isCorrectAnswer=true"
509,2DCB06D5D5,서울특별시 성동구 성수이로 51,김가***********,분식1,서울 성동구,분식,성수,20111108,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2051/place/20753582?c=15.00,0,0,0,dh&isCorrectAnswer=true"
510,D413A3CF88,서울특별시 성동구 성수이로 69,성수**,,서울 성동구,호프/맥주,성수,20160704,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2069/place/1506120035?c=15.00,0,0,0,dh&isCorrectAnswer=true"
511,5D4EDA13E3,서울특별시 성동구 성수이로 75,건너*,,서울 성동구,한식-육류/고기,성수,20161102,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2075/place/1740828846?c=15.00,0,0,0,dh&isCorrectAnswer=true"
512,71CEE18F61,서울특별시 성동구 성수이로 87,예빈*,,서울 성동구,식료품,성수,20120907,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%B4%EB%A1%9C%2087/place/11861121?c=15.00,0,0,0,dh&isCorrectAnswer=true"
513,BDD7EBEC25,서울특별시 성동구 성수일로 10,전광***,카페8,서울 성동구,카페,성수,20040525,,-
514,D9D5B30E21,서울특별시 성동구 성수일로 20,뺑드**,,서울 성동구,베이커리,성수,20180129,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%BC%EB%A1%9C%2020/place/1526798269?c=15.00,0,0,0,dh&isCorrectAnswer=true"
515,6E35613130,서울특별시 성동구 성수일로 33,토*,,서울 성동구,베이커리,성수,20180109,,-
516,A462C0C36E,서울특별시 성동구 성수일로 47,룻의***,,서울 성동구,식료품,,20231030,,-
517,431B6E7893,서울특별시 성동구 성수일로 77,라이*,,서울 성동구,중식당,뚝섬,20140212,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%BC%EB%A1%9C%2077/place/36414352?c=15.00,0,0,0,dh&isCorrectAnswer=true"
518,16CBDF3A48,서울특별시 성동구 성수일로 77,강남**,백반/가정식1,서울 성동구,백반/가정식,뚝섬,20130711,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%BC%EB%A1%9C%2077/place/33087709?c=15.00,0,0,0,dh&isCorrectAnswer=true"
519,FDC6438DD6,서울특별시 성동구 성수일로 77,이화***************,,서울 성동구,한식-국밥/설렁탕,뚝섬,20160802,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%BC%EB%A1%9C%2077/place/38415285?c=15.00,0,0,0,dh&isCorrectAnswer=true"
520,1F0AAE3EBE,서울특별시 성동구 성수일로 99,윤*,,서울 성동구,일식-덮밥/돈가스,뚝섬,20191211,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EC%88%98%EC%9D%BC%EB%A1%9C%2099/place/1207049972?c=15.00,0,0,0,dh&isCorrectAnswer=true"
521,F789DAA8C6,서울특별시 성동구 송정12길 15,곱창**,,서울 성동구,한식-육류/고기,,20150921,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%86%A1%EC%A0%9512%EA%B8%B8%2015/place/1139066810?c=15.00,0,0,0,dh&isCorrectAnswer=true"
522,B2AFB01CC4,서울특별시 성동구 아차산로 20,종가***,,서울 성동구,한식-단품요리일반,뚝섬,20130522,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%95%84%EC%B0%A8%EC%82%B0%EB%A1%9C%2020/place/18784950?c=15.00,0,0,0,dh&isCorrectAnswer=true"
523,82090124F0,서울특별시 성동구 아차산로 49,백억******,,서울 성동구,카페,뚝섬,20160518,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%95%84%EC%B0%A8%EC%82%B0%EB%A1%9C%2049/place/2079268852?c=15.00,0,0,0,dh&isCorrectAnswer=true"
